,train_img_path,train_anno_path
273,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_27_mask.tif
274,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_28_mask.tif
275,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_29_mask.tif
276,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_30_mask.tif
277,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_31_mask.tif
278,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_32_mask.tif
279,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_33_mask.tif
280,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_34.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_34_mask.tif
281,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_35.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_35_mask.tif
282,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_36.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_36_mask.tif
283,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_37.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_37_mask.tif
284,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_38.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_38_mask.tif
285,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_39.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_39_mask.tif
286,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_40.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_40_mask.tif
287,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_41.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_41_mask.tif
288,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_42.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_42_mask.tif
289,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_43.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_43_mask.tif
290,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_29_mask.tif
291,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_30_mask.tif
292,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_31_mask.tif
293,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_32_mask.tif
294,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_33_mask.tif
295,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_34.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_34_mask.tif
296,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_35.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_35_mask.tif
297,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_36.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_36_mask.tif
298,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_37.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_37_mask.tif
299,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_38.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_38_mask.tif
300,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_39.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_39_mask.tif
301,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_40.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_40_mask.tif
302,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_41.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_41_mask.tif
303,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_42.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_42_mask.tif
304,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_43.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_43_mask.tif
305,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_44.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_44_mask.tif
306,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_42.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_42_mask.tif
307,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_43.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_43_mask.tif
308,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_44.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_44_mask.tif
309,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_45.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_45_mask.tif
310,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_46.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_46_mask.tif
311,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_47.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_47_mask.tif
312,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_48.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_48_mask.tif
313,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_49.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_49_mask.tif
314,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_50.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_50_mask.tif
315,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_19_mask.tif
316,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_20_mask.tif
317,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_21_mask.tif
318,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_22_mask.tif
319,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_23_mask.tif
320,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_24_mask.tif
321,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_25_mask.tif
322,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_26_mask.tif
323,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_27_mask.tif
324,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_28_mask.tif
325,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_29_mask.tif
326,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_30_mask.tif
327,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_31_mask.tif
328,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_32_mask.tif
329,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_33_mask.tif
330,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_34.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_34_mask.tif
331,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_21_mask.tif
332,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_22_mask.tif
333,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_23_mask.tif
334,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_24_mask.tif
335,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_25_mask.tif
336,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_26_mask.tif
337,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_27_mask.tif
338,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_28_mask.tif
339,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_29_mask.tif
340,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_30_mask.tif
341,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_31_mask.tif
342,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_32_mask.tif
343,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_33_mask.tif
344,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_34.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_34_mask.tif
345,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_35.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_35_mask.tif
346,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_36.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_36_mask.tif
347,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_37.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_37_mask.tif
348,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_38.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_38_mask.tif
349,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_39.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_39_mask.tif
350,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_40.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_40_mask.tif
351,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_41.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_41_mask.tif
352,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_42.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_42_mask.tif
353,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_43.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_43_mask.tif
354,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_44.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_44_mask.tif
355,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_45.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_45_mask.tif
356,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_46.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_46_mask.tif
357,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_47.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_47_mask.tif
358,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7008_19830723/TCGA_DU_7008_19830723_12.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7008_19830723/TCGA_DU_7008_19830723_12_mask.tif
359,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7008_19830723/TCGA_DU_7008_19830723_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_7008_19830723/TCGA_DU_7008_19830723_13_mask.tif
